state,date,critical_staffing_shortage_today_yes,inpatient_beds,inpatient_beds_used,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,deaths_covid
OR,2021/12/12,1,"7,009","5,547",36,0,110,441,5,"5,547","7,009",5
WV,2021/05/14,1,"6,206","4,762",30,0,83,261,2,"4,762","6,206",2
UT,2021/02/19,1,"6,213","3,673",37,3,103,235,0,"3,673","6,213",1
AK,2020/03/23,1,56,21,,,,,,21,56,0
MS,2020/07/26,1,"6,584","4,497",90,3,331,836,13,"4,421","6,584",14
MS,2020/10/24,1,"8,666","5,437",78,2,167,563,6,"5,437","8,666",16
AZ,2021/05/28,1,"17,283","12,041",57,2,109,383,5,"12,041","17,283",3
VI,2021/10/07,1,168,103,2,0,9,9,0,103,168,0
MD,2020/09/16,1,"10,680","8,514",49,1,98,376,4,"8,514","10,680",9
OH,2021/09/01,1,"32,121","24,906",413,10,748,"2,504",35,"24,906","32,121",30
HI,2021/04/21,1,"2,655","1,901",7,2,7,41,2,"1,901","2,655",2
MI,2021/09/25,1,"22,908","18,180",216,3,421,"1,475",29,"18,180","22,908",22
RI,2020/04/19,1,"2,182","1,487",0,0,0,0,0,"1,487","2,097",2
NJ,2020/12/19,1,"22,999","16,764",434,1,668,"3,440",9,"16,764","22,999",59
NH,2021/03/18,1,"3,131","2,301",15,0,18,70,1,"2,301","3,131",1
SD,2020/07/12,1,"1,974",541,,,,,,541,"1,332",0
TN,2021/01/02,1,"20,313","12,175",381,6,799,"3,171",28,"12,175","19,526",55
MN,2020/08/01,1,"10,490","6,770",16,0,66,194,7,"6,742","10,490",4
MN,2021/05/02,1,"10,070","7,585",69,2,157,568,18,"7,585","10,070",0
PA,2021/08/24,1,"28,954","24,259",217,7,453,"1,583",32,"24,259","28,954",32
NV,2021/03/28,1,"8,850","6,059",25,0,70,227,2,"6,059","8,850",4
PA,2020/03/31,1,"10,286","4,547",,,,,,"4,547","9,466",7
MN,2021/02/01,1,"9,384","6,506",46,2,85,393,9,"6,506","9,384",6
RI,2021/02/26,1,"2,544","2,415",14,0,26,168,1,"2,415","2,544",4
MN,2021/09/27,1,"9,748","7,621",83,6,199,758,25,"7,621","9,748",8
TX,2020/05/27,1,"52,627","29,891",,,,,,"29,891","44,479",23
MN,2020/12/17,1,"10,285","7,610",120,1,278,"1,160",14,"7,610","10,285",16
NC,2020/04/30,1,"21,856","13,926",,,,,,"13,627","21,529",37
AZ,2021/11/02,1,"15,965","11,950",233,5,403,"1,639",12,"11,950","15,965",83
VA,2020/07/31,1,"15,662","11,397",51,2,151,701,3,"11,295","15,662",4
ID,2020/11/08,1,"4,095","2,177",50,4,90,341,5,"2,177","4,095",5
VI,2021/03/19,1,168,89,0,0,4,4,0,89,168,0
DE,2022/01/19,1,"3,542","2,815",81,3,70,634,20,"2,815","3,542",8
NH,2021/03/03,1,"3,171","2,270",13,2,21,84,1,"2,270","3,171",2
DE,2022/01/12,1,"3,526","2,779",99,8,70,725,31,"2,779","3,526",9
ND,2021/04/29,1,"2,440","1,815",9,0,19,81,2,"1,815","2,440",0
CT,2020/09/09,1,"8,167","5,921",16,0,13,53,0,"5,921","8,167",0
KY,2021/08/18,1,"12,904","9,560",450,3,471,"1,594",18,"9,560","12,904",20
WY,2020/04/05,1,847,271,,,,,,271,847,0
SD,2021/03/30,1,"2,584","1,468",14,0,18,66,2,"1,468","2,584",1
WY,2021/10/09,1,"1,714",908,44,0,58,204,1,908,"1,714",2
WI,2020/11/05,1,"13,612","9,486",422,4,402,"1,921",4,"9,486","13,324",29
AZ,2020/03/19,1,50,48,,,,,,48,50,0
GA,2020/09/18,1,"18,583","14,682",195,6,458,"1,382",36,"14,532","18,483",24
NV,2021/04/04,1,"8,834","6,042",43,2,62,239,4,"6,042","8,834",6
UT,2020/05/18,1,"5,127","2,370",,,,,,"2,370","5,032",3
UT,2021/08/17,1,"5,645","3,390",61,2,147,370,1,"3,390","5,645",2
MA,2021/06/11,1,"19,203","16,314",19,1,45,88,3,"16,314","19,203",4
DC,2021/06/29,1,"3,469","2,683",0,1,7,33,1,"2,683","3,469",0
MO,2020/05/04,1,"20,140","9,941",,,,,,"9,733","19,304",13
SC,2022/02/05,1,"11,974","9,294",209,3,401,"1,927",27,"9,294","11,974",39
PA,2020/06/23,1,"14,282","8,612",,,,,,"8,612","12,365",13
DE,2020/11/23,1,"2,701","1,910",25,5,31,218,4,"1,910","2,701",2
PR,2021/12/30,1,"9,314","5,109",55,12,19,242,69,"5,109","9,314",1
MN,2021/03/23,1,"9,643","7,132",59,3,93,325,9,"7,132","9,643",0
GA,2021/12/14,1,"20,707","16,627",171,5,277,"1,008",8,"16,627","20,707",16
KS,2020/10/09,1,"8,485","5,407",75,0,111,369,4,"5,284","8,485",1
NJ,2020/11/08,1,"22,211","15,553",168,0,238,"1,348",12,"15,553","22,211",11
NE,2020/12/05,1,"5,141","3,490",79,1,189,770,5,"3,490","5,141",14
FL,2021/06/02,1,"58,869","45,531",265,10,513,"2,000",35,"45,531","58,869",34
TX,2021/01/19,1,"71,098","52,830","1,696",23,"3,726","13,961",126,"52,830","71,098",229
IN,2021/08/20,1,"19,187","13,246",259,10,472,"1,532",24,"13,246","19,187",17
TN,2020/10/10,1,"20,360","13,272",137,0,330,"1,079",71,"13,261","20,360",9
PR,2021/07/14,1,"9,322","5,937",3,0,7,35,1,"5,937","9,322",1
NJ,2021/11/02,1,"21,878","15,235",88,1,141,637,1,"15,235","21,878",13
AZ,2022/01/29,1,"17,465","13,803",488,25,580,"3,228",131,"13,803","17,465",14
AR,2021/08/24,1,"8,445","6,314",187,3,486,"1,300",17,"6,314","8,445",28
WY,2020/06/02,1,"1,113",529,,,,,,529,"1,062",0
AR,2021/11/04,1,"9,429","6,920",38,0,125,314,5,"6,920","9,429",10
NY,2021/01/13,1,"54,246","41,490","1,163",13,"1,550","9,151",54,"41,490","54,246",153
TX,2020/04/04,1,"20,811","8,890",,,,,,"8,890","17,864",7
CT,2021/06/04,1,"8,432","6,545",18,2,16,75,6,"6,545","8,432",0
MS,2021/12/29,1,"8,737","5,647",111,4,120,500,15,"5,647","8,737",4
ME,2021/05/13,1,"3,328","2,327",16,1,48,121,1,"2,327","3,328",0
NY,2021/07/07,1,"52,832","39,770",62,4,97,376,9,"39,770","52,832",7
KY,2020/03/17,1,870,190,,,,,,190,435,0
AK,2020/04/22,1,"1,516",612,,,,,,539,"1,516",0
IL,2020/11/22,1,"31,322","21,235",531,2,"1,093","5,084",31,"21,235","31,322",58
WA,2021/10/27,1,"12,494","10,538",124,4,283,"1,080",6,"10,538","12,494",12
TX,2021/02/04,1,"71,935","53,206","1,247",35,"2,981","10,290",134,"53,206","71,935",223
PR,2021/02/07,1,"9,432","5,373",12,0,36,206,2,"5,373","9,432",5
MA,2020/12/27,1,"18,994","14,374",283,1,427,"1,922",10,"14,374","18,994",24
MI,2020/12/09,1,"23,518","18,718",465,4,838,"3,607",18,"18,718","23,518",89
KS,2021/12/19,1,"8,497","5,114",103,0,216,731,3,"5,114","8,497",13
IL,2021/07/26,1,"29,032","19,678",110,1,134,635,11,"19,678","29,032",3
NC,2021/12/10,1,"23,712","18,725",188,6,398,"1,493",27,"18,725","23,712",19
MA,2020/07/27,1,"17,184","11,570",24,3,30,142,1,"11,570","17,184",7
LA,2021/08/15,1,"12,999","9,917",332,8,886,"2,968",62,"9,917","12,999",42
AL,2021/06/08,1,"14,891","11,077",38,0,88,220,10,"11,077","14,891",6
VI,2020/11/14,1,168,109,0,0,0,3,0,109,168,0
PR,2020/05/20,1,"2,480","2,004",,,,,,"2,004","2,288",0
MA,2021/09/30,1,"18,457","16,253",67,0,157,450,6,"16,253","18,457",10
IL,2020/06/16,1,"30,180","17,556",,,,,,"17,556","28,588",27
PA,2020/11/27,1,"37,113","26,505",525,6,"1,083","4,601",50,"26,505","37,113",58
IA,2021/08/18,1,"8,019","5,390",60,1,98,389,7,"5,390","8,019",6
MN,2021/01/30,1,"9,954","7,096",56,2,87,383,10,"7,096","9,954",4
PR,2020/08/18,1,"9,694","5,302",31,2,50,297,6,"5,302","9,694",12
VI,2021/07/04,1,168,89,1,0,2,4,0,89,168,0
GA,2022/01/07,1,"23,320","19,018",844,33,767,"4,633",147,"19,018","23,320",37
WV,2021/05/22,1,"6,216","4,614",29,1,87,228,4,"4,614","6,216",3
DE,2021/04/07,1,"3,308","2,443",17,0,19,144,2,"2,443","3,308",0
OR,2021/03/15,1,"6,834","4,819",16,0,30,130,3,"4,819","6,834",2
TN,2021/01/03,1,"20,295","12,259",330,3,822,"3,228",30,"12,259","19,536",66
AR,2021/10/01,1,"9,487","7,019",79,4,261,646,7,"7,019","9,487",17
IN,2020/06/18,1,"14,552","8,735",,,,,,"8,735","14,231",41
AL,2021/07/17,1,"15,409","11,230",94,1,134,444,5,"11,230","15,409",5
AR,2021/04/12,1,"7,908","5,040",19,0,38,125,1,"5,040","7,908",2
MS,2021/04/04,1,"8,500","4,854",12,0,54,161,4,"4,854","8,500",2
MT,2020/07/02,1,"2,461","1,423",,,,,,"1,423","2,431",0
TN,2021/07/25,1,"20,077","13,105",74,2,230,715,7,"13,105","19,515",4
AL,2022/01/13,1,"15,058","11,802",361,19,416,"2,133",71,"11,802","15,058",21
RI,2020/05/30,1,"2,296","1,813",0,0,0,0,0,"1,813","2,211",6
KY,2021/12/01,1,"12,273","9,602",187,0,245,872,6,"9,602","12,273",10
SD,2021/04/27,1,"2,558","1,533",10,0,25,83,1,"1,533","2,558",1
TX,2021/11/26,1,"65,967","46,399",351,12,"1,027","2,999",71,"46,399","65,967",31
NM,2021/08/28,1,"4,262","3,067",62,2,147,439,6,"3,067","4,262",7
VI,2021/07/01,1,168,98,0,0,1,3,0,98,168,0
VA,2020/05/15,1,"12,261","8,106",,,,,,"8,106","11,859",5
DE,2020/12/28,1,"2,614","1,779",43,1,60,471,2,"1,779","2,614",10
IA,2021/01/18,1,"7,953","4,732",55,0,85,488,2,"4,732","7,953",8
OH,2021/08/01,1,"32,229","22,430",91,2,211,647,14,"22,430","32,229",6
LA,2020/12/26,1,"13,997","8,282",142,2,435,"2,266",5,"8,282","13,997",10
IN,2021/03/27,1,"19,068","11,697",67,7,111,428,6,"11,697","19,068",2
WI,2021/02/03,1,"13,956","8,824",153,2,187,695,4,"8,824","13,956",6
MO,2021/02/08,1,"15,189","10,986",110,5,331,"1,163",32,"10,986","15,189",17
NV,2021/06/07,1,"8,754","6,176",38,1,54,215,4,"6,176","8,754",3
HI,2021/07/10,1,"2,634","1,826",6,0,14,47,1,"1,826","2,634",0
ID,2020/06/11,1,"4,058","1,826",,,,,,"1,826","4,016",0
CA,2021/08/10,1,"62,470","49,353",960,16,"1,437","6,533",107,"49,353","62,470",56
MA,2021/07/12,1,"16,859","13,673",7,0,34,60,1,"13,673","16,859",0
LA,2020/07/13,1,"3,905","2,535",112,,,961,,"2,535","3,681",12
KS,2022/01/12,1,"8,664","5,576",179,5,260,"1,170",12,"5,576","8,664",12
IA,2021/07/25,1,"7,968","4,670",19,1,56,138,3,"4,670","7,968",1
NC,2021/04/04,1,"24,031","16,741",91,20,235,880,16,"16,741","24,031",18
NM,2021/10/30,1,"4,387","3,329",64,1,137,436,5,"3,329","4,387",6
NM,2021/08/18,1,"4,288","3,163",55,1,129,369,13,"3,163","4,288",3
AS,2021/09/09,1,150,81,0,0,0,0,0,81,150,0
KS,2020/05/03,1,"5,979","2,284",,,,,,"2,140","5,863",2
IL,2020/09/25,1,"30,204","20,136",134,3,249,904,20,"19,794","30,204",12
IN,2021/01/11,1,"17,131","11,015",245,6,573,"2,254",11,"11,015","17,131",35
AR,2021/10/24,1,"9,264","6,401",57,0,151,385,5,"6,401","9,264",4
NE,2021/04/18,1,"4,297","2,711",22,0,40,167,0,"2,711","4,292",0
MI,2020/04/02,1,"11,221","3,625",,,,,,"3,625","7,002",161
VA,2020/11/15,1,"19,259","12,706",98,3,245,991,7,"12,706","19,259",8
MI,2021/04/24,1,"23,114","18,331",415,15,858,"3,454",51,"18,331","23,114",46
IN,2021/11/01,1,"17,383","10,920",93,0,365,"1,091",13,"10,920","17,383",16
LA,2020/03/16,1,836,430,,,,,,430,836,1
WA,2020/12/31,1,"14,049","9,834",107,0,238,"1,012",11,"9,834","14,049",14
PR,2020/12/26,1,"9,245","4,324",23,0,81,390,3,"4,324","9,245",15
ID,2021/12/26,1,"3,136","2,016",24,0,77,214,4,"2,016","3,136",0
ND,2021/01/07,1,"2,402","1,677",21,0,29,149,2,"1,677","2,402",2
UT,2021/10/13,1,"6,249","4,179",72,3,198,535,1,"4,179","6,249",3
PA,2021/10/21,1,"31,115","26,685",346,6,679,"2,893",27,"26,685","31,115",51
GA,2021/08/02,1,"20,907","16,911",327,12,651,"2,501",32,"16,911","20,907",20
PA,2020/10/05,1,"28,701","23,363",72,2,164,656,9,"21,095","28,701",13
MS,2020/09/29,1,"7,877","5,117",58,1,141,422,0,"5,101","7,877",10
MN,2022/01/07,1,"9,704","8,454",171,9,257,"1,420",62,"8,454","9,704",17
MN,2021/12/23,1,"9,716","8,050",141,1,340,"1,397",19,"8,050","9,716",17
SD,2021/08/19,1,"2,818","1,760",18,0,35,105,1,"1,760","2,818",1
ME,2022/01/16,1,"3,296","2,273",30,1,112,411,7,"2,273","3,296",0
AL,2021/10/27,1,"15,223","11,834",53,5,173,527,9,"11,834","15,223",16
GA,2021/12/21,1,"20,656","16,645",195,13,334,"1,165",39,"16,645","20,656",17
TX,2020/07/03,1,"56,350","36,941",,,,,,"36,726","54,310",62
KY,2021/04/25,1,"14,478","8,391",112,0,96,359,2,"8,391","14,478",17
TN,2021/02/23,1,"20,223","13,216",112,3,269,958,13,"13,216","19,513",17
ID,2021/09/06,1,"3,418","2,165",60,0,167,565,3,"2,165","3,418",9
VT,2021/03/10,1,"1,307",810,6,1,7,29,1,810,"1,307",1
MD,2020/05/30,1,"8,369","6,749",,,,,,"6,749","8,268",1
IN,2021/12/24,1,"16,705","12,832",358,22,775,"2,678",36,"12,832","16,705",52
PA,2022/01/20,1,"31,375","26,969",798,45,"1,145","6,859",198,"26,969","31,375",113
OH,2021/11/17,1,"31,464","25,279",477,19,827,"2,871",60,"25,279","31,464",47
CO,2020/12/19,1,"11,901","7,896",186,1,423,"1,324",17,"7,896","11,901",10
UT,2022/01/26,1,"6,256","3,936",162,13,184,745,2,"3,936","6,256",1
SD,2021/04/16,1,"2,817","1,721",7,0,18,68,1,"1,721","2,817",0
MI,2020/12/27,1,"22,677","15,246",207,4,642,"2,553",15,"15,246","22,677",43
IL,2020/11/29,1,"31,546","20,529",498,6,"1,110","5,051",29,"20,529","31,546",87
AR,2020/09/21,1,"9,202","6,162",61,9,212,405,10,"6,054","9,202",5
CA,2020/03/07,1,33,2,,,,,,2,33,0
NH,2020/09/02,1,"3,271","2,210",30,0,3,11,1,"2,210","3,271",0
WV,2020/11/21,1,"6,318","4,471",76,1,143,450,4,"4,471","6,318",8
CA,2020/08/11,1,"59,456","43,279",699,18,"1,674","5,518",54,"43,149","59,456",86
PR,2020/07/11,1,"9,142","5,325",0,0,0,3,0,"5,205","8,953",0
NC,2020/08/04,1,"21,832","17,714",147,6,367,895,11,"17,493","21,832",18
KY,2021/09/03,1,"11,703","9,282",539,6,641,"2,193",21,"9,282","11,703",41
SC,2021/07/25,1,"11,407","8,570",65,1,118,393,3,"8,570","11,407",5
AL,2020/12/20,1,"15,631","11,418",358,1,659,"2,473",17,"11,418","15,631",35
FL,2020/04/27,1,"30,551","16,339",,,,,,"15,062","30,438",41
CA,2020/03/27,1,"3,433","1,904",,,,,,"1,904","3,201",3
OR,2020/10/07,1,"6,267","4,752",19,1,39,137,2,"4,620","6,267",1
OH,2021/04/10,1,"32,281","22,574",185,3,300,"1,179",19,"22,574","32,281",7
IN,2021/10/16,1,"19,333","12,660",168,5,442,"1,312",14,"12,660","19,333",18
FL,2020/10/03,1,"78,452","43,926",256,14,588,"2,211",25,"43,676","78,452",53
OH,2021/02/08,1,"29,722","19,835",251,2,512,"2,003",32,"19,835","29,722",49
NJ,2022/01/29,1,"24,498","15,475",302,7,493,"3,032",7,"15,475","24,498",57
KS,2020/09/02,1,"8,165","4,818",43,0,83,222,2,"4,688","8,148",3
NH,2021/08/30,1,"2,883","2,068",18,0,43,109,0,"2,068","2,883",2
ME,2020/08/03,1,"2,937","1,878",5,0,6,12,0,"1,872","2,937",1
MN,2021/03/26,1,"10,006","7,640",50,1,92,364,8,"7,640","10,006",1
VT,2021/09/20,1,"1,227",896,12,0,16,48,1,896,"1,227",0
CA,2021/03/03,1,"64,457","48,511",503,13,"1,256","4,450",65,"48,511","64,457",98
MT,2021/01/29,1,"3,204","2,098",23,0,21,104,2,"2,098","3,204",1
KY,2020/08/04,1,"11,719","7,669",242,0,131,336,0,"7,599","11,719",5
ND,2021/04/23,1,"2,422","1,795",9,1,15,79,1,"1,795","2,422",0
OH,2021/05/24,1,"29,526","20,317",120,3,243,778,17,"20,317","29,526",4
MD,2020/06/18,1,"8,943","7,435",,,,,,"7,435","8,842",2
PA,2021/12/20,1,"28,930","24,404",425,11,967,"4,586",65,"24,404","28,930",75
KS,2021/01/09,1,"8,837","5,351",143,0,212,902,2,"5,351","8,837",20
SD,2021/03/10,1,"2,835","1,590",10,0,11,49,2,"1,590","2,835",0
OH,2021/06/21,1,"29,551","19,757",71,0,94,331,12,"19,757","29,551",3
AR,2020/12/05,1,"9,167","6,401",129,1,301,963,17,"6,401","9,167",28
TX,2021/05/21,1,"68,986","49,881",294,12,706,"2,062",47,"49,881","68,986",22
HI,2020/05/08,1,"1,821","1,949",0,,,,,"1,088","1,821",0
MO,2021/08/14,1,"16,937","14,006",256,5,701,"2,167",43,"14,006","16,937",40
SD,2020/07/30,1,"2,233","1,397",4,0,3,12,0,"1,390","2,233",0
OK,2021/10/04,1,"9,421","6,545",183,1,306,921,32,"6,545","9,421",18
ID,2020/07/16,1,"2,045","1,073",19,0,35,156,2,"1,073","1,894",2
LA,2021/07/10,1,"13,939","9,208",77,2,103,448,2,"9,208","13,939",1
KY,2021/11/02,1,"10,589","8,064",123,1,206,697,10,"8,064","10,589",10
AS,2021/12/25,1,150,51,0,0,0,0,0,51,150,0
HI,2020/02/11,1,4,0,,,,,,0,4,0
ND,2020/03/27,1,200,23,,,,,,23,55,0
SD,2020/06/05,1,"2,244",897,,,,,,897,"1,830",0
NH,2021/10/01,1,"3,004","2,356",21,0,45,135,0,"2,356","3,004",0
ND,2022/02/06,1,"2,356","1,769",23,1,48,263,7,"1,769","2,356",1
PR,2020/07/21,1,"8,099","4,466",1,0,0,0,0,"4,466","8,099",0
WY,2021/09/24,1,"1,719",904,29,0,58,214,2,904,"1,719",1
MO,2020/06/25,1,"20,978","12,635",,,,,,"12,635","20,631",2
IN,2022/01/16,1,"16,079","12,346",385,12,689,"3,012",22,"12,346","16,079",24
MI,2022/02/05,1,"22,387","17,501",304,14,515,"2,531",64,"17,501","22,387",44
ID,2021/03/18,1,"3,711","3,073",15,1,37,131,1,"3,073","3,711",0
VA,2020/05/21,1,"11,696","8,041",,,,,,"8,041","11,366",4
IN,2020/12/01,1,"17,671","12,252",427,4,761,"2,990",9,"12,252","17,671",37
WV,2020/11/24,1,"6,079","4,506",82,1,159,537,3,"4,506","6,079",6
GA,2021/11/14,1,"22,525","16,752",119,4,254,817,17,"16,752","22,525",11
NE,2021/05/18,1,"4,195","2,757",8,1,33,89,2,"2,757","4,195",0
IL,2020/11/03,1,"30,721","20,699",472,8,661,"3,038",25,"20,471","30,721",46
PA,2021/05/09,1,"31,205","24,089",180,7,453,"1,817",25,"24,089","31,205",26
CT,2020/04/13,1,"1,845","1,062",,,,,,"1,062","1,628",15
MN,2020/08/15,1,"11,325","7,629",45,1,91,237,5,"7,620","11,325",5
MI,2020/10/21,1,"22,664","17,816",131,1,255,"1,000",6,"17,642","22,664",11
KY,2020/08/12,1,"12,761","8,556",239,0,140,452,1,"8,492","12,761",5
TX,2020/01/11,1,64,40,,,,,,40,64,0
OH,2021/05/30,1,"32,318","21,536",122,3,198,731,25,"21,536","32,318",9
NC,2020/11/23,1,"22,515","16,431",203,1,425,"1,634",18,"16,431","22,515",28
VA,2021/01/14,1,"18,562","14,088",306,10,521,"2,650",18,"14,088","18,562",39
WI,2020/09/16,1,"12,604","8,139",76,1,107,398,1,"8,130","12,604",50
VI,2020/06/27,1,72,61,,,,,,61,72,
NJ,2020/07/24,1,"13,922","10,163",31,0,58,353,40,"9,647","13,922",6
MN,2021/09/15,1,"10,257","8,352",88,2,213,725,18,"8,352","10,257",9
SC,2021/08/14,1,"11,578","9,199",221,1,398,"1,487",19,"9,199","11,578",19
IN,2020/08/13,1,"16,706","10,521",65,5,324,522,4,"10,521","16,706",10
KY,2021/02/27,1,"14,477","8,751",153,2,177,698,3,"8,751","14,477",18
DC,2022/01/15,1,"3,391","2,699",74,9,114,724,56,"2,699","3,391",6
MN,2020/03/10,1,67,9,,,,,,9,21,0
OR,2020/03/24,1,78,57,,,,,,57,78,0
WV,2020/03/09,1,25,7,,,,,,7,25,0
DC,2020/05/21,1,"2,766","1,998",,,,,,"1,998","2,629",4
NY,2021/08/06,1,"50,919","39,735",197,4,238,"1,129",20,"39,735","50,919",11
CT,2020/10/02,1,"8,209","6,262",17,0,18,120,0,"6,262","8,209",0
SC,2020/11/26,1,"11,287","8,182",98,1,220,764,3,"8,182","11,287",11
SD,2021/03/23,1,"2,586","1,439",14,0,12,46,1,"1,439","2,586",0
SD,2021/03/07,1,"2,833","1,398",4,0,12,52,3,"1,398","2,833",0
NC,2020/11/21,1,"23,810","17,412",225,2,417,"1,523",16,"17,412","23,810",26
MI,2021/05/11,1,"22,068","17,636",273,5,629,"2,144",32,"17,636","22,068",31
VI,2021/12/22,1,168,86,1,0,0,1,0,86,168,0
SD,2020/09/14,1,"2,377","1,476",29,0,25,90,29,"1,454","2,377",0
IN,2021/07/20,1,"17,223","11,369",56,4,118,332,10,"11,369","17,223",1
AK,2020/08/08,1,"1,759",912,5,0,5,28,0,912,"1,759",1
MS,2020/03/17,1,336,59,,,,,,59,123,0
MD,2020/06/02,1,"8,840","7,199",,,,,,"7,199","8,739",3
OH,2020/04/08,1,"11,940","4,036",,,,,,"4,036","10,682",5
ND,2020/08/23,1,"2,362","1,452",6,0,17,68,0,"1,445","2,362",1
VT,2022/01/25,1,"1,234",892,16,1,23,98,2,892,"1,234",0
VA,2021/12/31,1,"17,984","13,245",386,27,437,"2,121",48,"13,245","17,984",33
CA,2020/03/10,1,33,7,,,,,,7,33,0
IN,2020/10/20,1,"17,619","11,231",191,3,338,"1,100",14,"11,231","17,619",12
WI,2021/03/30,1,"12,680","7,873",56,0,83,271,1,"7,873","12,680",6
NH,2021/06/11,1,"3,137","2,267",1,0,1,21,2,"2,267","3,137",1
OK,2020/06/19,1,"12,507","6,007",,,,5,,"5,980","12,330",3
KY,2021/12/25,1,"10,743","7,420",178,0,317,"1,071",5,"7,420","10,743",20
MS,2022/01/09,1,"8,680","5,508",152,4,213,"1,096",25,"5,508","8,680",14
CT,2021/11/06,1,"8,388","6,678",35,1,53,207,2,"6,678","8,388",4
WY,2021/01/13,1,"1,736",832,12,0,12,85,1,832,"1,736",2
MS,2021/09/10,1,"8,884","6,240",103,1,420,"1,283",16,"6,240","8,884",28
CO,2021/05/29,1,"11,698","7,703",77,0,179,460,5,"7,703","11,698",3
PA,2020/10/06,1,"28,914","24,681",93,2,179,710,10,"22,557","28,914",18
DE,2022/02/02,1,"3,537","2,697",37,5,37,336,12,"2,697","3,537",2
AZ,2021/11/24,1,"17,306","13,403",297,2,595,"2,343",28,"13,403","17,306",162
PR,2020/07/12,1,"8,723","5,012",0,0,0,3,0,"4,888","8,534",0
NY,2021/01/08,1,"54,193","40,705","1,157",11,"1,457","8,779",58,"40,705","54,193",130
ND,2020/09/17,1,"2,286","1,653",15,0,22,129,0,"1,653","2,286",2
SD,2021/04/22,1,"2,816","1,726",13,0,24,88,1,"1,726","2,816",4
SD,2021/08/08,1,"2,818","1,570",8,0,12,44,0,"1,570","2,818",0
ND,2021/07/11,1,"2,403","1,581",2,0,4,19,0,"1,581","2,403",0
MO,2020/11/06,1,"20,485","14,151",329,4,487,"1,784",13,"14,151","20,485",31
CO,2020/11/14,1,"11,509","7,847",240,6,351,"1,171",15,"7,824","11,509",16
TN,2021/08/17,1,"19,906","13,572",321,11,738,"2,456",57,"13,572","19,343",30
LA,2021/06/11,1,"14,030","9,510",46,3,88,321,0,"9,510","14,030",0
MA,2020/05/12,1,"15,808","12,463",,,,,,"12,151","15,697",54
MO,2021/04/25,1,"16,875","12,932",61,1,149,509,18,"12,932","16,875",4
ND,2020/05/06,1,"2,219","1,378",,,,,,"1,008","2,150",0
MO,2021/11/25,1,"16,722","13,022",132,5,304,"1,015",24,"13,022","16,722",12
AL,2020/01/13,1,6,,,,,,,,,
NC,2020/11/12,1,"23,723","18,413",184,4,360,"1,316",14,"18,413","23,723",28
NH,2021/05/23,1,"3,134","2,086",6,0,13,47,0,"2,086","3,134",0
LA,2020/07/18,1,437,414,184,0,303,"1,398",0,414,437,24
NC,2021/01/10,1,"23,985","18,031",424,3,840,"3,573",28,"18,031","23,985",63
WY,2021/07/28,1,"1,752",857,10,3,22,69,0,857,"1,752",2
NC,2021/04/14,1,"24,082","18,548",120,2,260,"1,000",17,"18,548","24,082",12
VT,2021/03/22,1,"1,303",849,5,0,5,24,0,849,"1,303",0
PR,2021/05/23,1,"9,091","5,449",10,1,37,182,8,"5,449","9,091",4
CO,2022/01/09,1,"11,754","8,047",287,17,421,"1,467",56,"8,047","11,754",6
MN,2020/09/30,1,"11,433","8,195",65,2,118,429,4,"8,195","11,433",4
CO,2020/12/20,1,"11,884","7,691",139,1,398,"1,307",14,"7,691","11,884",17
TN,2020/12/11,1,"20,465","12,980",390,4,704,"2,740",19,"12,980","19,680",33
VA,2021/08/30,1,"17,583","12,765",192,7,376,"1,561",28,"12,765","17,583",19
MN,2020/09/02,1,"11,607","7,874",46,1,90,303,4,"7,874","11,607",1
AZ,2021/02/27,1,"17,248","11,876",121,1,261,974,11,"11,876","17,248",23
MA,2020/06/04,1,"17,356","12,461",,,,,,"12,461","17,236",31
PR,2020/11/06,1,"9,315","5,323",235,0,65,326,6,"5,323","9,315",36
OR,2021/10/13,1,"7,171","5,580",67,0,155,647,4,"5,580","7,171",9
NH,2020/05/23,1,"2,828","1,658",,,,,,"1,658","2,828",1
PA,2020/07/16,1,"11,566","8,279",52,3,104,390,11,"7,849","11,495",13
AL,2021/09/30,1,"15,188","12,015",128,7,491,"1,363",29,"12,015","15,188",34
NJ,2021/03/12,1,"24,479","17,441",249,3,341,"1,791",6,"17,441","24,479",16
FL,2020/04/24,1,"31,524","17,667",,,,,,"15,841","31,411",40
VI,2022/01/24,1,168,104,1,0,5,23,0,104,168,
TN,2021/03/25,1,"20,108","13,016",111,4,243,751,11,"13,016","19,447",9
VA,2022/01/31,1,"17,397","12,945",259,4,522,"2,773",60,"12,945","17,397",30
NV,2020/11/17,1,"8,505","6,698",129,1,234,"1,150",9,"6,698","8,505",10
PR,2020/07/20,1,"7,964","4,290",1,0,0,0,0,"4,276","7,964",0
AZ,2021/07/20,1,"15,241","10,553",84,1,174,582,5,"10,553","15,241",3
WV,2021/05/21,1,"6,168","4,776",27,0,78,221,4,"4,776","6,168",3
VA,2020/04/28,1,"7,613","5,264",,,,,,"3,711","7,211",4
